video_id,留言者,留言,留言時間,clean_content,label
x9JTrklxjxw,SugarWind,回想kobe的一生的確是一部好萊塢都寫不出的劇本,1 週前,回想kobe的一生的確是一部好萊塢都寫不出的劇本,1.0
x9JTrklxjxw,Lin Richman,真的太難過了~~,1 週前,真的太難過了,0.5
x9JTrklxjxw,林小輝,啊啊 咳～,1 週前,啊啊 咳,0.5
x9JTrklxjxw,曾世賢,這影片一直在為kobe稱神什麼復活...  什麼美國隊長唉...    看來科幻影片不是我的菜,1 週前,這影片一直在為kobe稱神什麼復活     什麼美國隊長唉       看來科幻影片不是我的菜,0.5
x9JTrklxjxw,Yu Chang,從學生時期就愛上他 自他退休後 總感覺NBA少一味 RIP kobe,1 週前,從學生時期就愛上他 自他退休後 總感覺NBA少一味 RIP kobe,0.5
x9JTrklxjxw,Kenny Chen,當天原本還賴?聽到母親親口告訴我Kobe死了的當下我馬上跳起來，不敢相信，希望一切都是假的我看著新聞，不斷的求證，卻發現...是真的一位偉大的球員一位感覺上就活在我們身邊的球員就這樣走了。自己本身腳踝開過刀原以為已打不了球卻因為想到Kobe斷了阿基里斯腱卻還能打成這樣使我努力復原我最後也重新回到球場享受籃球我想說的是KobeYou are not only a legendbut also my hero.R.I.P,1 週前,當天原本還賴?聽到母親親口告訴我Kobe死了的當下我馬上跳起來 不敢相信 希望一切都是假的我看著新聞 不斷的求證 卻發現   是真的一位偉大的球員一位感覺上就活在我們身邊的球員就這樣走了 自己本身腳踝開過刀原以為已打不了球卻因為想到Kobe斷了阿基里斯腱卻還能打成這樣使我努力復原我最後也重新回到球場享受籃球我想說的是KobeYou are not only a legendbut also my hero R I P,1.0
x9JTrklxjxw,gouki lin,Mamba never out。,1 週前,Mamba never out,0.5
x9JTrklxjxw,羅玉樹,Kobe沒有死他只是到了更高的境界????,1 週前,Kobe沒有死他只是到了更高的境界,1.0
x9JTrklxjxw,五歲會?頭,R.I.P Kobe 從小看到大的籃球球星 就只有kobe了????,1 週前 (已編輯),R I P Kobe 從小看到大的籃球球星 就只有kobe了,1.0
x9JTrklxjxw,KUAN CHUN LIEN,謝謝你把曼巴精神講得這麼完整....,1 週前,謝謝你把曼巴精神講得這麼完整,1.0
x9JTrklxjxw,Believer,Rip kobeYour fan from india...,1 週前,Rip kobeYour fan from india,0.5
x9JTrklxjxw,sam deon,就算我不懂所有非常出名的籃球員，但是唯一能讓我與籃球有關聯的就是你--- Kobe BryantMamba Forever!??,1 週前,就算我不懂所有非常出名的籃球員 但是唯一能讓我與籃球有關聯的就是你    Kobe BryantMamba Forever,1.0
x9JTrklxjxw,一隻金魚,@啊啊 啊啊也蠻好笑的 這名字好好笑喔?? 行為更是耐人尋味的高級幽默,1 週前,啊啊 啊啊也蠻好笑的 這名字好好笑喔  行為更是耐人尋味的高級幽默,1.0
x9JTrklxjxw,3307 gifted,Dear KobeWish you have a good life with your daughter in heaven R.I.P,1 週前,Dear KobeWish you have a good life with your daughter in heaven R I P,0.5
x9JTrklxjxw,徐貓奴,7年級生因為Jordan而開啟NBA的老頭路過。可以說完整的經歷Kobe高中時期到退休時期，完整的故事已經寫進我的腦裡，陪伴我度過將近一半的人生，國中時還癡迷到跟朋友坐1小時的公車，到一中街買了愛迪達Kobe 2代，我還記得一雙是3280，用了我一個月的零用錢，日後的故事就不在贅訴。一路好走，曼巴精神。,1 週前,7年級生因為Jordan而開啟NBA的老頭路過 可以說完整的經歷Kobe高中時期到退休時期 完整的故事已經寫進我的腦裡 陪伴我度過將近一半的人生 國中時還癡迷到跟朋友坐1小時的公車 到一中街買了愛迪達Kobe 2代 我還記得一雙是3280 用了我一個月的零用錢 日後的故事就不在贅訴 一路好走 曼巴精神,1.0
x9JTrklxjxw,Funny day,T_T,1 週前,T T,0.5
x9JTrklxjxw,星奈·艾佛森,Kobe 並沒有每天凌晨四點訓練 那對他身體負荷太大了 他的老婆也有證明過 不過他的精神仍然令人敬佩RIP,1 週前,Kobe 並沒有每天凌晨四點訓練 那對他身體負荷太大了 他的老婆也有證明過 不過他的精神仍然令人敬佩RIP,0.5
x9JTrklxjxw,King and op,好父親，好丈夫，,1 週前,好父親 好丈夫,1.0
x9JTrklxjxw,No pain No gain,Kobe —my boy,1 週前,Kobe  my boy,1.0
x9JTrklxjxw,陳冠ㄩ,艾爾斯 是KOBE,1 週前,艾爾斯 是KOBE,1.0
x9JTrklxjxw,pgene,敬悼我最喜愛的籃球員Kobe：肉身雖已遠去，曼巴精神永存。感謝您對世人的鼓舞啟發，感謝有幸出生在這個時代，見證您創造的閃耀傳奇。期待他日與您再相會。,1 週前,敬悼我最喜愛的籃球員Kobe 肉身雖已遠去 曼巴精神永存 感謝您對世人的鼓舞啟發 感謝有幸出生在這個時代 見證您創造的閃耀傳奇 期待他日與您再相會,1.0
x9JTrklxjxw,Jayden Tan,"消息太突然第一次知道你名字是在2010年你拿了冠軍的時候那時候正是我第一次接觸NBA也是第一次 知道你是如此的傳奇那是看很多的報導 影片都知道你不喜歡傳球被幾個人包夾 都是自己拿著球當隊友有空檔你也是不傳 這也是你的毛病也是你最令人佩服的地方因為你往往都能把球放進籃框來打臉那些貶低你的人在更衣室裡 年輕球員都是在聽你訓話因為你知道 你是這隊的老大只有你才能 在場上指導他們20160414 你的生涯最後一場比賽全場轟下60分拿下全NBA退役的生涯最高分數又一次帶領球隊邁向勝利20200126另外一名偉大球員Lebron James 超越了你成為NBA All Time Scoring List三甲當兩名我最喜歡 最崇拜的球員互相尊重 互相握手都在創作自己的紀錄That’s a moment I will never forget20200127你和你心愛的女兒在意外中去世了我想說感謝你對NBA所做的一切感謝你對球隊的奉獻感謝教導我們 天份也是努力出來的感謝你所做的一切感謝你出現在我的青春你是個傳奇 這是無可取代的榮譽希望天堂 也有球場讓你去繼續 你的輝煌戰績凌晨四點的洛杉磯還在可是凌晨四點的傳奇已不在??Appreciate it ??Salute?? Thank you??For everything u did for basketball ??Rest in peace Kobe ??#kobe #kobebryant #ripkobe #thankyoukobe #mambamentality",1 週前,消息太突然 第一次知道你名字是在2010年 你拿了冠軍的時候 那時候正是我第一次接觸NBA 也是第一次 知道你是如此的 傳奇 那是看很多的報導 影片 都知道你不喜歡傳球 被幾個人包夾 都是自己拿著球 當隊友有空檔 你也是不傳 這也是你的毛病 也是你最令人佩服的地方 因為你往往都能把球放進籃框 來打臉那些貶低你的人 在更衣室裡 年輕球員都是在聽你訓話 因為你知道 你是這隊的老大 只有你才能 在場上指導他們 20160414 你的生涯最後一場比賽 全場轟下60分 拿下全NBA退役的生涯最高分數 又一次帶領球隊邁向勝利 20200126 另外一名偉大球員 Lebron James 超越了你 成為 NBA All Time Scoring List 三甲 當兩名我最喜歡 最崇拜的球員 互相尊重 互相握手 都在創作自己的紀錄 That s a moment I will never forget 20200127 你和你心愛的女兒 在意外中去世了 我想說 感謝你對NBA所做的一切 感謝你對球隊的奉獻 感謝教導我們 天份也是努力出來的 感謝你所做的一切 感謝你出現在我的青春 你是個傳奇 這是無可取代的榮譽 希望天堂 也有球場 讓你去繼續 你的輝煌戰績 凌晨四點的洛杉磯還在 可是 凌晨四點的傳奇已不在   Appreciate it    Salute   Thank you   For everything u did for basketball   Rest in peace Kobe     kobe  kobebryant  ripkobe  thankyoukobe  mambamentality,1.0
x9JTrklxjxw,siupao21,Thanks 超粒方Good Bye my hero....,1 週前,Thanks 超粒方Good Bye my hero,1.0
x9JTrklxjxw,魚樂生活,這並不代表你能否定他所付出的一切,1 週前,這並不代表你能否定他所付出的一切,0.5
x9JTrklxjxw,邱振源,Cry again,1 週前,Cry again,1.0
x9JTrklxjxw,黃釋民,早就超越喬丹了！  kobe纔是最強王者????。,1 週前,早就超越喬丹了   kobe纔是最強王者,1.0
x9JTrklxjxw,Lin Dennis,我今天翻到一句話：他應該抱著他女兒從火堆中走出來並不屑的看了一眼直升機這纔像他,1 週前,我今天翻到一句話 他應該抱著他女兒從火堆中走出來並不屑的看了一眼直升機這纔像他,1.0
x9JTrklxjxw,Rip N Dip,@培. shut the fuck up低能兒,1 週前,培  shut the fuck up低能兒,0.0
x9JTrklxjxw,曾瑞哲,永遠懷念kobe Bryant  memba out,1 週前,永遠懷念kobe Bryant  memba out,1.0
x9JTrklxjxw,部長,而且GIGI剛出生的時候就真的跟Kobe長得一模一樣，原本都不想要回湖人球場看球的，但因為女兒開始對籃球有了興趣再度回到球場看球，看到他們兩個就這樣走了真的難過到炸掉，好不容易纔正準備要開始享福...#RIPKobe #RIPGIGI,1 週前,而且GIGI剛出生的時候就真的跟Kobe長得一模一樣 原本都不想要回湖人球場看球的 但因為女兒開始對籃球有了興趣再度回到球場看球 看到他們兩個就這樣走了真的難過到炸掉 好不容易纔正準備要開始享福    RIPKobe  RIPGIGI,1.0
x9JTrklxjxw,Kevin Chao,我以為光榮和他性侵的污點都會介紹??畢竟人不是神 都有做錯的時刻是吧,1 週前,我以為光榮和他性侵的污點都會介紹 畢竟人不是神 都有做錯的時刻是吧,0.0
x9JTrklxjxw,bobo HSIEH,欸科比掛了--你個煞筆--你個煞筆阿卻不缺口罩？--阿缺缺缺RIP Kobe,1 週前 (已編輯),欸科比掛了  你個煞筆  你個煞筆阿卻不缺口罩   阿缺缺缺RIP Kobe,0.0
x9JTrklxjxw,Harry Siu,"Heroes come and go, but legends stay forever.",1 週前,Heroes come and go  but legends stay forever,0.0
x9JTrklxjxw,02? Hiro,Kobe 是一個啟發我的傳奇人物，也是我對於籃球產生熱情的起點當時我聽到這個消息，非常的不捨人生才剛開始最最最精彩的最後一段，但是老天爺缺無情地帶走了他我真的傻了兩天頓時找不到熱情及打籃球的意義，但是我會趕快振作，雖然Kobe 已歿，但是曼巴精神是永存的，Peace out Kobe ，願你在另一邊也可以再活出一段如此令人感動的人生。,1 週前,Kobe 是一個啟發我的傳奇人物 也是我對於籃球產生熱情的起點當時我聽到這個消息 非常的不捨人生才剛開始最最最精彩的最後一段 但是老天爺缺無情地帶走了他我真的傻了兩天頓時找不到熱情及打籃球的意義 但是我會趕快振作 雖然Kobe 已歿 但是曼巴精神是永存的 Peace out Kobe  願你在另一邊也可以再活出一段如此令人感動的人生,1.0
x9JTrklxjxw,月日日日,沒有強大的對手 我們也不會對他有多少榮譽感，可是真的好懵B啊，事件發生後的一小時大家不約而同的看?手機 驚訝的以?是假消息，我真的忘不了身邊的同事都一臉很驚訝的，顯然我知道他們都不是球迷，我也不是，可是我們都知道凌晨四點，都知道 誰是科比，唉！,1 週前,沒有強大的對手 我們也不會對他有多少榮譽感 可是真的好懵B啊 事件發生後的一小時大家不約而同的看?手機 驚訝的以?是假消息 我真的忘不了身邊的同事都一臉很驚訝的 顯然我知道他們都不是球迷 我也不是 可是我們都知道凌晨四點 都知道 誰是科比 唉,1.0
x9JTrklxjxw,從從,永遠懷念kobe  心目中永遠的傳奇NBA唯一喜愛的一位球員24??,1 週前,永遠懷念kobe  心目中永遠的傳奇NBA唯一喜愛的一位球員24,1.0
x9JTrklxjxw,Denny Liu,RIP 從小看到大的.... 曼巴精神永遠存在,1 週前,RIP 從小看到大的     曼巴精神永遠存在,1.0
x9JTrklxjxw,一隻金魚,@顧風白 我覺得可以不用再繼續了反正他就是個下三濫腦包在犯賤釣魚,1 週前,顧風白 我覺得可以不用再繼續了反正他就是個下三濫腦包在犯賤釣魚,0.0
x9JTrklxjxw,Daniel 122,那天已經說了不適合直升機出行 還硬飛？ 早就知道風險很大了,1 週前,那天已經說了不適合直升機出行 還硬飛  早就知道風險很大了,0.0
x9JTrklxjxw,小黑,Kobe走的當天我看到我的球衣又哭更慘Kobe背號24號我的球衣也是24號最早的背號8號，是我買到他的第一件球衣為什麼會那麼剛好啦??,1 週前,Kobe走的當天我看到我的球衣又哭更慘Kobe背號24號我的球衣也是24號最早的背號8號 是我買到他的第一件球衣為什麼會那麼剛好啦,0.5
x9JTrklxjxw,廷恩,還是不能相信他走了...,1 週前,還是不能相信他走了,0.5
x9JTrklxjxw,tony cao,那人怎麼開飛機的！cao,1 週前,那人怎麼開飛機的 cao,0.5
x9JTrklxjxw,Chee Wing Lee,刁你老母,1 週前,刁你老母,0.0
x9JTrklxjxw,MrShihchiacheng,我覺得這問題並不是白癡問題，是實實在在的辯論偷吃被仙人跳，抑或是強暴被告上法庭前者是對於感情的不忠貞後者是可能造成另一個人永遠的創傷喜歡看他的人，有喜歡的道理但是這件事情本身就是可受公評之事為什麼會變成白癡問題？除非你是把他當成你的信仰因為信仰，是不可以被批評的我覺得一個人本來就是有功有過不會因為一件事情去完全否定一個人反過來，即使這個人在某些領域有不可抹滅的成就，也不能完全遮蓋他曾做錯的事,1 週前,我覺得這問題並不是白癡問題 是實實在在的辯論偷吃被仙人跳 抑或是強暴被告上法庭前者是對於感情的不忠貞後者是可能造成另一個人永遠的創傷喜歡看他的人 有喜歡的道理但是這件事情本身就是可受公評之事為什麼會變成白癡問題 除非你是把他當成你的信仰因為信仰 是不可以被批評的我覺得一個人本來就是有功有過不會因為一件事情去完全否定一個人反過來 即使這個人在某些領域有不可抹滅的成就 也不能完全遮蓋他曾做錯的事,0.0
x9JTrklxjxw,Worst Gaming,Mamba Out,1 週前,Mamba Out,0.5
x9JTrklxjxw,covereader Dis,Kobe真的是硬漢 阿基里斯腱斷裂真的痛爆 是硬生生的斷了 結果一個直升機就這樣帶走了他 連他拉桿落地的機會都沒有,1 週前,Kobe真的是硬漢 阿基里斯腱斷裂真的痛爆 是硬生生的斷了 結果一個直升機就這樣帶走了他 連他拉桿落地的機會都沒有,1.0
x9JTrklxjxw,j j,"2:10 是Paul George啦...不過果然是粒方,真的好想看到這種高水準的文稿和影片表現方式去紀念KOBE,謝謝",1 週前,2 10 是Paul George啦   不過果然是粒方 真的好想看到這種高水準的文稿和影片表現方式去紀念KOBE 謝謝,1.0
x9JTrklxjxw,YC業齊,@啊啊 你的行?跟他的粉絲很像，所以你有義務去了解一下,1 週前,啊啊 你的行?跟他的粉絲很像 所以你有義務去了解一下,1.0
x9JTrklxjxw,Ashley Yap,aska0921 其實就是接受不了他突然的離開，因為還期待和魔獸一起合作參加灌籃賽、在名人堂發言、說出更多的霸氣金句、出書、還有很多等等，然後又對他的離開無能力只能像個小孩一樣要不到想要的東西時候就只能哭,1 週前,aska0921 其實就是接受不了他突然的離開 因為還期待和魔獸一起合作參加灌籃賽 在名人堂發言 說出更多的霸氣金句 出書 還有很多等等 然後又對他的離開無能力只能像個小孩一樣要不到想要的東西時候就只能哭,0.5
x9JTrklxjxw,qucmilan,Kobe我祝您好運????,1 週前,Kobe我祝您好運,1.0
x9JTrklxjxw,葉力綸,??????24  /  8   ????,1 週前,24     8,0.5
x9JTrklxjxw,Hkhzl J D,"Mamba Out, But Mamba Mentality Never Ends.",1 週前,Mamba Out  But Mamba Mentality Never Ends,0.5
x9JTrklxjxw,高北熊,KOBE不是走了，只是回去了,1 週前,KOBE不是走了 只是回去了,0.0
x9JTrklxjxw,Wayne,@MrShihchiacheng 他或許做了一次壞人，但他仍對這世界貢獻很大,1 週前,MrShihchiacheng 他或許做了一次壞人 但他仍對這世界貢獻很大,0.0
x9JTrklxjxw,阿公紅肚兜,保羅去世的時候我也哭得很慘...保羅也是我很喜歡的一個人..,1 週前,保羅去世的時候我也哭得很慘   保羅也是我很喜歡的一個人,1.0
x9JTrklxjxw,林coffee,非常的可惜,1 週前,非常的可惜,0.5
x9JTrklxjxw,Yin Yee,我希望當時是4月1日????,1 週前,我希望當時是4月1日,0.0
x9JTrklxjxw,Splash Young,這絕對是近年這麼多明人去世之中真正讓我感到難過的，彷彿失去了一位一直以來陪伴在你身邊的朋友,1 週前,這絕對是近年這麼多明人去世之中真正讓我感到難過的 彷彿失去了一位一直以來陪伴在你身邊的朋友,0.5
x9JTrklxjxw,李明倫,感謝粒方??,1 週前,感謝粒方,1.0
x9JTrklxjxw,暗黑哈士奇,真的哭了...他對我來說也是學生時代的傳奇。,1 週前,真的哭了   他對我來說也是學生時代的傳奇,1.0
x9JTrklxjxw,Zhang Tryeal,Kobe！,1 週前,Kobe,0.5
x9JTrklxjxw,xinghua zhen,謝宗戎 保羅哪裏可以跟他比？,1 週前,謝宗戎 保羅哪裏可以跟他比,0.5
x9JTrklxjxw,CM 3,我纔不相信他.......走了,1 週前,我纔不相信他       走了,0.5
x9JTrklxjxw,韶德張,為什麼還可以有人按倒讚,1 週前,為什麼還可以有人按倒讚,0.5
x9JTrklxjxw,林小輝,啊啊 你就是個國小屁孩,1 週前,啊啊 你就是個國小屁孩,0.0
x9JTrklxjxw,Eric Yeh,R.I.P.,1 週前,R I P,0.5
x9JTrklxjxw,啊啊,@顧風白 還在別的地方留言討拍找人來支援 啊自己不是很會人肉？,1 週前,顧風白 還在別的地方留言討拍找人來支援 啊自己不是很會人肉,0.0
x9JTrklxjxw,Kewen Wang,Kobe we love you forever,1 週前,Kobe we love you forever,0.5
x9JTrklxjxw,Giannis Antetokounmpo,粒方也喜歡Kobe,1 週前,粒方也喜歡Kobe,1.0
x9JTrklxjxw,土豆麵筋,不管你是上帝還是佛祖   我只想對你們比中指   外加一聲X,1 週前,不管你是上帝還是佛祖   我只想對你們比中指   外加一聲X,0.0
x9JTrklxjxw,Tony Yu,MrShihchiacheng 我有點好奇如果是你被仙人跳你會怎麼回這句話,1 週前,MrShihchiacheng 我有點好奇如果是你被仙人跳你會怎麼回這句話,0.0
x9JTrklxjxw,Montesuma Abos,直升機是一種很精密纖細的機械，直升機對於氣流比飛機更加的敏感，尤其這幾年氣候變遷加劇各地的氣流氣象變得不穩定，直升機飛行變得更危險,1 週前,直升機是一種很精密纖細的機械 直升機對於氣流比飛機更加的敏感 尤其這幾年氣候變遷加劇各地的氣流氣象變得不穩定 直升機飛行變得更危險,0.5
x9JTrklxjxw,Justin Chang,RIP老大????????????????????????????????,1 週前,RIP老大,0.5
x9JTrklxjxw,林昱帆,所以是要檢討他還是緬懷他，看場合好嗎,1 週前,所以是要檢討他還是緬懷他 看場合好嗎,1.0
x9JTrklxjxw,羅紹,祝Kobe 一路好走,1 週前,祝Kobe 一路好走,1.0
x9JTrklxjxw,啊啊,@131 unicorn 那就去美國傳承啊等你喔笑死,3 天前,131 unicorn 那就去美國傳承啊等你喔笑死,0.5
8wy1TPn_6j0,Negan Big,看到阿達蒙古癡呆症的臉就不想看了,1 個月前,看到阿達蒙古癡呆症的臉就不想看了,0.0
8wy1TPn_6j0,春風秋月,這是對原住民的歧視...恩期盼？,1 個月前,這是對原住民的歧視   恩期盼,0.5
8wy1TPn_6j0,L Vento,腋毛尼？,1 個月前,腋毛尼,0.5
8wy1TPn_6j0,六年南笑聲,我要看幕後 笑死,1 個月前,我要看幕後 笑死,1.0
8wy1TPn_6j0,陳潔,被三角褲戰術笑死,1 個月前,被三角褲戰術笑死,1.0
8wy1TPn_6j0,薛埋,乾等下博恩沒有腋毛,1 個月前,乾等下博恩沒有腋毛,0.5
8wy1TPn_6j0,吳佩璘,博恩辛福肥,1 個月前,博恩辛福肥,0.5
8wy1TPn_6j0,ChaShin Wang,後面爭氣女籃直接放空????,1 個月前,後面爭氣女籃直接放空,0.5
8wy1TPn_6j0,黃柏文,我不在意什麼噗死特籃球我只在意博恩腋毛為什麼還沒長,1 個月前,我不在意什麼噗死特籃球我只在意博恩腋毛為什麼還沒長,0.5
8wy1TPn_6j0,Xing Fu,淺顯易懂,1 個月前,淺顯易懂,0.5
8wy1TPn_6j0,小弱智,是腋腋嗅,1 個月前,是腋腋嗅,0.5
8wy1TPn_6j0,Kat ty,民族國中！！??????,3 週前,民族國中,0.5
8wy1TPn_6j0,曾偉豪,為什麼要把秒數遮起來,1 個月前,為什麼要把秒數遮起來,0.5
8wy1TPn_6j0,Little cow,NG幾次??,4 週前,NG幾次,0.5
8wy1TPn_6j0,食間旅行者,原來我那天在大同看到一直NG的是博恩他們 還以為是哪個比賽的宣傳片段,1 個月前,原來我那天在大同看到一直NG的是博恩他們 還以為是哪個比賽的宣傳片段,0.5
8wy1TPn_6j0,一本正經的胡說八道一本道,1:03這個是真的????我們國文老師是博恩的學弟，之前有說過博恩後仰跳投超準,1 個月前,1 03這個是真的  我們國文老師是博恩的學弟 之前有說過博恩後仰跳投超準,1.0
8wy1TPn_6j0,勾起你心中的惡,一直瞄腋下的??,1 個月前,一直瞄腋下的,0.5
8wy1TPn_6j0,?嫍嫍,解夢人 超哭www,1 個月前,解夢人 超哭www,0.5
8wy1TPn_6j0,Irene Chou,支持蔡英文 = 支持得肺癌,1 個月前,支持蔡英文   支持得肺癌,0.5
8wy1TPn_6j0,Falankudess Wen,博恩很受女生歡迎欸~~話說女籃的成員都好高感覺都有170以上~~好恐怖,1 週前,博恩很受女生歡迎欸  話說女籃的成員都好高感覺都有170以上  好恐怖,1.0
8wy1TPn_6j0,David Chou,這個業配好辛苦,1 個月前,這個業配好辛苦,1.0
8wy1TPn_6j0,Hardy & Mandy,各位住在yotube居民的睡前通知,1 個月前,各位住在yotube居民的睡前通知,0.5
8wy1TPn_6j0,YOYO TV,這大前史上最小隻的,1 個月前,這大前史上最小隻的,0.5
8wy1TPn_6j0,阿哈,三角褲戰術??,1 個月前,三角褲戰術,1.0
8wy1TPn_6j0,??????,不知道進球場景重拍幾次XD,1 個月前,不知道進球場景重拍幾次XD,0.5
8wy1TPn_6j0,鄭文清,我要檢舉博恩吃禁藥。,1 個月前,我要檢舉博恩吃禁藥,0.5
8wy1TPn_6j0,J1ng Yeh,不要因為人家是原住民就這樣好嗎XD,1 個月前,不要因為人家是原住民就這樣好嗎XD,1.0
8wy1TPn_6j0,Ju His,半場三分是不是拍到清記憶卡0.0,1 個月前,半場三分是不是拍到清記憶卡0 0,0.5
8wy1TPn_6j0,無影片2000訂閱挑戰中,實際錄影時間：2小時,1 個月前,實際錄影時間 2小時,0.5
8wy1TPn_6j0,Cipher Chu,如果交給開外掛的喬瑟夫可以底線進嗎？,1 個月前,如果交給開外掛的喬瑟夫可以底線進嗎,0.5
8wy1TPn_6j0,JYS小貨鋪商品說明,博恩超強欸,1 個月前,博恩超強欸,1.0
8wy1TPn_6j0,Russell Westbrook,@ting ting 靠北笑死欸,1 個月前,ting ting 靠北笑死欸,1.0
8wy1TPn_6j0,棋樂園,博恩的腋毛刮好乾淨喔！,1 個月前,博恩的腋毛刮好乾淨喔,0.5
8wy1TPn_6j0,冪,阿達阿達阿達,1 個月前,阿達阿達阿達,1.0
8wy1TPn_6j0,Peter Lin,加油打氣是打對方屁股,1 個月前,加油打氣是打對方屁股,0.5
8wy1TPn_6j0,小青蛙拔拔,有兩個鏡頭沒對到焦哦！,1 個月前,有兩個鏡頭沒對到焦哦,0.5
8wy1TPn_6j0,David LAI,博恩 穿這樣 是 55身的港決ㄟ,1 個月前,博恩 穿這樣 是 55身的港決,0.5
8wy1TPn_6j0,R D,博恩好蝦喔，哈哈哈哈,1 個月前,博恩好蝦喔 哈哈哈哈,1.0
8wy1TPn_6j0,德雷可,勃恩有刮腋毛,2 週前,勃恩有刮腋毛,0.5
8wy1TPn_6j0,啾咪作品集頻道,@瑋魚 看來是我眼睛壞了www,1 個月前,瑋魚 看來是我眼睛壞了www,0.5
8wy1TPn_6j0,劉文傑,2019最好笑比賽！,1 個月前,2019最好笑比賽,1.0
8wy1TPn_6j0,奧莉薇薇ozww_,Hardy & Mandy 說得好????,1 個月前,Hardy   Mandy 說得好,0.0
8wy1TPn_6j0,林革命,上籃得三分,1 個月前,上籃得三分,1.0
8wy1TPn_6j0,Jack Ho,經理不正的球隊都不強！,1 個月前,經理不正的球隊都不強,0.5
8wy1TPn_6j0,Peter Ku,半場三分到底拍幾次????,1 個月前,半場三分到底拍幾次,0.5
8wy1TPn_6j0,Jacky Haung,所以三分球拍了幾次,1 個月前,所以三分球拍了幾次,0.5
8wy1TPn_6j0,carol hung,太好笑，全場笑不停。,1 個月前,太好笑 全場笑不停,1.0
8wy1TPn_6j0,vito chang,@XiaoMi.小謎 就是他嗆波特王的那個XD嘴蔡英文跟一堆怪怪的人合作政治不正確滿點!!!!!,1 個月前,XiaoMi 小謎 就是他嗆波特王的那個XD嘴蔡英文跟一堆怪怪的人合作政治不正確滿點,0.5
8wy1TPn_6j0,Jeff,這部真的有大笑到??,1 個月前,這部真的有大笑到,1.0
8wy1TPn_6j0,瑋魚,啾咪作品集頻道 沒有啊,1 個月前,啾咪作品集頻道 沒有啊,0.5
8wy1TPn_6j0,帥到臉在痛,博恩：有房貸就比較會打籃球噢？阿達：不是 有房貸所以需要打工,1 個月前,博恩 有房貸就比較會打籃球噢 阿達 不是 有房貸所以需要打工,1.0
8wy1TPn_6j0,Patrick Wu,@徐崟家 許秀勉教練,2 週前,徐崟家 許秀勉教練,0.5
8wy1TPn_6j0,王昱翔,一開始看到就在想下面會不會有人留...真的像~~,1 個月前,一開始看到就在想下面會不會有人留   真的像,0.5
8wy1TPn_6j0,酷哥,??????????笑果100%，話說那樣的3角戰術連形狀都沒有，也算成功喔??,1 個月前,笑果100  話說那樣的3角戰術連形狀都沒有 也算成功喔,1.0
8wy1TPn_6j0,陳建役,拍立得是什麼鬼啦??,1 個月前,拍立得是什麼鬼啦,0.5
8wy1TPn_6j0,西瓜,半場投進應該錄了100次,1 個月前,半場投進應該錄了100次,0.5
8wy1TPn_6j0,嗨你好,剪接師辛苦了,1 個月前,剪接師辛苦了,1.0
8wy1TPn_6j0,J.,@小天 好有道理！,1 個月前,小天 好有道理,0.5
8wy1TPn_6j0,牛牛【NeW NeW】,博恩的手好胖啊~,1 個月前,博恩的手好胖啊,0.5
8wy1TPn_6j0,Rebecca,所以我說博恩的腋毛呢？,1 個月前,所以我說博恩的腋毛呢,0.5
8wy1TPn_6j0,趙令榮,牛津博士再爆論文門：兩大驚人新發現https://www.youtube.com/watch?v=d3YDiypAEKw,1 個月前,牛津博士再爆論文門 兩大驚人新發現https   www youtube com watch v d3YDiypAEKw,0.5
8wy1TPn_6j0,Shanice Hill,他居然去了我們學校!!??一定被電爆??,1 個月前,他居然去了我們學校   一定被電爆,0.0
8wy1TPn_6j0,??雛鶴,身高?,1 個月前,身高,0.5
8wy1TPn_6j0,孟靖,上次冠軍是我哥學校的女籃,1 個月前,上次冠軍是我哥學校的女籃,0.5
8wy1TPn_6j0,I'm阿星,三角戰術我整個笑翻XD,1 個月前,三角戰術我整個笑翻XD,1.0
8wy1TPn_6j0,Irene Chou,這些人?對不是瘋子https://youtu.be/99VR3RJrRSE,1 個月前,這些人?對不是瘋子https   youtu be 99VR3RJrRSE,0.5
8wy1TPn_6j0,Wenqi Guo,蔡徐坤,1 個月前,蔡徐坤,0.5
8wy1TPn_6j0,Jeffery,博恩真的胖了??,1 個月前,博恩真的胖了,0.5
8wy1TPn_6j0,巧巧,11號是我姊,1 個月前,11號是我姊,0.5
8wy1TPn_6j0,正陽,有喬瑟夫就給讚！,1 個月前,有喬瑟夫就給讚,1.0
8wy1TPn_6j0,果假,片尾賀瓏用腳踢籃球不可取，送紀律委員會！,1 個月前,片尾賀瓏用腳踢籃球不可取 送紀律委員會,0.5
8wy1TPn_6j0,吳凱文,嗯 本人就是這樣 僅限國小,1 個月前,嗯 本人就是這樣 僅限國小,0.5
8wy1TPn_6j0,旻糖,博恩腋腋秀????,1 個月前 (已編輯),博恩腋腋秀,0.5
8wy1TPn_6j0,Jeff Hsu,你一定忘了吉他接龍,1 個月前,你一定忘了吉他接龍,0.5
8wy1TPn_6j0,孟繁立,房貸少年團 很OK,1 個月前,房貸少年團 很OK,1.0
8wy1TPn_6j0,水無痕,賀攏才沒有身材走樣，博恩運球時有唱跳rap的感覺,1 個月前,賀攏才沒有身材走樣 博恩運球時有唱跳rap的感覺,1.0
8wy1TPn_6j0,好喝的奶茶,你的名字讓我很難相信,1 個月前,你的名字讓我很難相信,0.5
